id,timeAtServer,aircraft,latitude,longitude,baroAltitude,geoAltitude,numMeasurements,measurements
62220,36.0480000972748,2751,48.4698175979873,8.48281860351563,10058.4,9974.58,5,"[[632,37028782531,109],[299,37028345296,103],[263,37028482312,70],[143,37028989984,34],[10,37028648437,88]]"
283522,164.756000041962,1324,48.6859588623047,9.10238412710336,9250.68,9182.1,5,"[[598,165728522078,128],[263,165728555937,141],[299,165728569937,102],[663,165728971828,24],[10,165728964281,121]]"
448120,258.895999908447,1952,47.4699096679688,10.2570419311523,12184.38,12062.46,5,"[[632,259887785656,67],[147,259887785640,43],[263,259887863484,27],[257,259888052671,40],[10,259887682546,108]]"
474229,273.691999912262,1139,46.9226531982422,14.2347106933594,11574.78,11437.62,5,"[[142,274668344421,38],[138,274667916187,31],[133,274667959421,96],[143,274668502703,76],[149,274668314093,58]]"
530242,305.473000049591,1952,47.4692230224609,10.1203994750977,12184.38,12054.84,5,"[[147,306463791796,51],[263,306463888296,30],[598,306463818140,19],[257,306464100062,31],[632,306463791828,57]]"
610796,351.355000019074,1378,39.3497772216797,-7.13705311650813,12192,11993.88,5,"[[569,352296299953,192],[136,352296848031,36],[402,352296976484,25],[564,352296788812,87],[568,352296590875,48]]"
736395,424.81500005722,228,47.6646881103516,10.4033660888672,12192,12047.22,5,"[[632,425801570671,80],[257,425801700203,61],[147,425801570671,52],[143,425801370828,121],[149,425801492734,89]]"
821925,475.618999958038,1869,48.3029743776483,8.87521844161184,6537.96,6454.14,5,"[[299,476607603843,58],[598,476607645937,69],[257,476608140140,61],[663,476608095187,35],[143,476608110500,144]]"
835028,483.403000116348,709,47.3777486510196,10.2277080829327,10668,10591.8,5,"[[632,484395834843,59],[263,484395956656,32],[257,484396153265,40],[147,484395834859,52],[598,484395886656,61]]"
882222,510.601000070572,1869,48.2569427490234,8.81638746995192,6865.62,6781.8,5,"[[257,511591031953,60],[263,511590588000,63],[598,511590537703,92],[299,511590486937,65],[143,511590995578,86]]"
945559,546.96900010109,709,47.4555374404131,10.3863055889423,10668,10591.8,5,"[[632,547954463906,38],[143,547954354296,106],[598,547954463031,19],[149,547954454828,81],[147,547954463890,41]]"
1026941,595.226000070572,1682,48.2228579763639,8.49004645096628,9768.84,9646.92,5,"[[632,596219897031,67],[263,596219758140,55],[124,596219799718,28],[147,596219897015,50],[598,596219721203,60]]"
1027941,595.80999994278,146,47.2965545654297,7.88605499267578,8702.04,8679.18,5,"[[147,596796598375,93],[632,596796598390,84],[14,596796615078,81],[124,596796573531,31],[598,596797076968,47]]"
1137441,661.207000017166,2563,48.7209669210143,9.22468486585115,8084.82,8023.86,5,"[[257,662195210328,65],[263,662194770515,125],[143,662195272875,41],[598,662194728859,121],[10,662195214421,104]]"
1271345,739.556999921799,2751,47.0582606428761,9.60282545823317,10058.4,9989.82,5,"[[632,740542811078,40],[147,740542811093,89],[598,740543105171,43],[143,740543161390,112],[10,740542763953,96]]"
1411305,821.724999904633,1158,47.1984558105469,9.20159912109375,11269.98,11148.06,5,"[[147,822711338406,97],[632,822711338437,126],[598,822711668125,25],[143,822711821250,60],[10,822711272421,68]]"
1492341,870.030999898911,1071,46.3699858067399,10.1123657226562,11285.22,11231.88,5,"[[632,871021316328,52],[598,871021691234,26],[132,871021101359,56],[147,871021316250,72],[149,871021656218,77]]"
1514735,883.355000019074,2563,48.3695906299656,8.90058818616365,5852.16,5814.06,5,"[[257,884337997593,23],[598,884337500750,79],[299,884337460593,33],[124,884337798531,33],[263,884337550531,61]]"
1514736,883.355000019074,2563,48.3695906299656,8.90058818616365,5852.16,5806.44,5,"[[257,884337997593,23],[598,884337500750,79],[299,884337460593,33],[124,884337798531,33],[263,884337550531,61]]"
1562710,911.092000007629,2563,48.3277401681674,8.86220831620066,5623.56,5570.22,5,"[[598,912068902000,59],[124,912069165546,34],[299,912068855625,66],[143,912069375328,87],[263,912068951515,35]]"
1569396,914.966000080109,2563,48.3222004518671,8.8571488229852,5600.7,5547.36,5,"[[598,915950325953,62],[263,915950375437,52],[124,915950584921,31],[299,915950278812,61],[143,915950798234,99]]"
1616871,942.328000068665,1020,46.8849334716797,8.78020477294922,6614.16,6598.92,5,"[[632,943313529796,119],[598,943314088265,37],[147,943313529750,93],[10,943313595968,116],[14,943313550234,119]]"
1647932,960.073999881744,2104,48.5877344163798,8.69965402703536,6797.04,6720.84,5,"[[257,961063352781,29],[263,961062874218,71],[299,961062743875,105],[143,961063401156,85],[598,961062858046,92]]"
1823098,1061.57800006866,1020,47.0997161865234,8.73591613769531,5684.52,5661.66,5,"[[632,1062564221265,147],[598,1062564725421,44],[14,1062564190843,129],[147,1062564221218,108],[10,1062564229187,148]]"
1866212,1086.12400007248,877,48.4640350341797,8.53581355168269,10058.4,9974.58,5,"[[632,1087115139937,85],[598,1087114810562,83],[263,1087114832531,70],[299,1087114697515,87],[143,1087115335156,61]]"
1901018,1105.63100004196,2494,48.5373229980469,8.82216233473558,6416.04,6355.08,5,"[[257,1106619832859,48],[598,1106619332250,131],[299,1106619258062,78],[263,1106619363062,105],[10,1106619629343,67]]"
1959072,1138.00699996948,877,48.3708475403867,8.60981188322368,10058.4,9974.58,5,"[[632,1138997584453,51],[257,1138997791468,51],[299,1138997197468,73],[598,1138997290515,92],[134,1138998083640,56]]"
1973846,1146.17199993134,2494,48.5022645077463,8.73355263157895,6400.8,6339.84,5,"[[299,1147138972015,54],[143,1147139591390,98],[263,1147139093406,84],[598,1147139064656,67],[10,1147139321765,121]]"
1986618,1153.30200004578,1158,46.7649993896484,10.0780803401296,11269.98,11155.68,5,"[[132,1154284962359,50],[632,1154284971000,80],[147,1154284971031,100],[149,1154285267453,34],[10,1154284950421,101]]"
2029600,1178.03299999237,2401,47.390410859706,9.79381854717548,11772.9,11681.46,5,"[[632,1179021287328,90],[257,1179021732906,41],[598,1179021400265,63],[147,1179021287328,64],[263,1179021470406,50]]"
2113061,1226.14100003243,2494,48.433367195776,8.56022884971217,6400.8,6339.84,5,"[[299,1227128716734,67],[632,1227129144343,37],[598,1227128825156,85],[257,1227129325968,38],[263,1227128851125,104]]"
2248308,1301.95399999619,1470,46.9722290039063,9.47179412841797,11582.4,11506.2,5,"[[147,1302938568890,51],[257,1302939289437,53],[632,1302938568953,36],[143,1302938997015,90],[598,1302938922968,58]]"
2677528,1543.73099994659,1920,46.8148389913268,9.34400939941406,10668,10546.08,5,"[[632,1544718981843,98],[147,1544718981828,120],[598,1544719412546,27],[143,1544719494546,81],[10,1544718992875,111]]"
2719131,1567.38499999046,1004,47.3811469643803,9.86283522385817,9883.14,9776.46,5,"[[632,1568376422796,134],[263,1568376598687,23],[147,1568376422828,84],[598,1568376528453,43],[143,1568376557093,137]]"
2732904,1575.17600011826,178,47.2905120849609,7.88475036621094,10980.42,10888.98,5,"[[632,1576164881546,57],[14,1576164898843,77],[147,1576164881421,30],[598,1576165362171,40],[124,1576164859625,27]]"
2745534,1582.41400003433,639,47.7553253173828,9.94949340820312,11582.4,11475.72,5,"[[147,1583403485296,68],[632,1583403485296,59],[598,1583403390015,60],[263,1583403459578,68],[10,1583403353812,90]]"
2771743,1597.37400007248,1906,46.7246673066737,10.4297332763672,13106.4,13060.68,5,"[[257,1598360363671,28],[147,1598359863875,62],[149,1598360021625,78],[598,1598360108250,45],[632,1598359863890,52]]"
2928526,1684.03099989891,1098,48.4184704796743,8.92299451326069,10271.76,10187.94,5,"[[263,1685011212968,48],[257,1685011661656,47],[598,1685011165031,110],[143,1685011656843,71],[299,1685011129906,34]]"
3062985,1760.53099989891,1906,46.8374633789063,9.93692779541016,13106.4,13053.06,5,"[[632,1761520006328,65],[147,1761520006296,96],[132,1761520071125,100],[598,1761520304453,60],[10,1761519981687,76]]"
3181869,1827.16400003433,946,48.5826136702198,9.31040713661595,6217.92,6187.44,5,"[[598,1828139657640,154],[263,1828139725796,100],[257,1828140130437,83],[143,1828140146468,139],[10,1828140076140,99]]"
3230436,1853.97099995613,1213,47.4581909179688,7.80709075927734,10439.4,10317.48,5,"[[147,1854957633109,96],[14,1854957627375,106],[124,1854957503328,111],[632,1854957633093,122],[10,1854957638140,65]]"
3321503,1905.5039999485,1685,46.9014727059057,9.31971623347356,9852.66,9768.84,5,"[[147,1906481577281,85],[598,1906481990203,47],[632,1906481577250,76],[143,1906482085562,16],[10,1906481574359,101]]"
3321693,1905.59899997711,25,48.302276094081,8.50059910824424,9448.8,9334.5,5,"[[632,1906586754906,44],[263,1906586558671,57],[147,1906586754875,48],[299,1906586427890,42],[598,1906586525921,43]]"
3327230,1908.73799991608,25,48.2960357666016,8.50109393780048,9448.8,9334.5,5,"[[299,1909727362640,56],[632,1909727685343,51],[263,1909727493109,62],[598,1909727460031,84],[10,1909727550562,65]]"
3330893,1910.84899997711,25,48.2919158935547,8.50144606370192,9448.8,9334.5,5,"[[257,1911837536234,55],[299,1911836937765,56],[263,1911837068031,60],[143,1911837526515,100],[147,1911837257578,113]]"
3356492,1925.53699994087,6,48.3009796142578,9.40697303185096,11582.4,11475.72,5,"[[147,1926522792515,65],[257,1926522836015,45],[632,1926522792515,39],[598,1926522409312,104],[263,1926522478187,65]]"
3368588,1932.48600006104,575,46.9243927001953,9.12661743164062,9753.6,9692.64,5,"[[14,1933477357500,63],[632,1933477372171,103],[598,1933477826765,40],[143,1933477958953,74],[147,1933477372218,82]]"
3443310,1975.26900005341,1999,46.9810770325742,8.75835712139423,5958.84,5897.88,5,"[[147,1976256019468,54],[632,1976256019484,109],[14,1976256022171,84],[598,1976256560671,56],[10,1976256066421,57]]"
3498725,2006.32500004768,877,46.7502710374735,9.84436798095703,10058.4,9982.2,5,"[[632,2007307188046,82],[147,2007307188062,100],[598,2007307528593,55],[143,2007307513250,165],[10,2007307178578,129]]"
3672792,2105.10800004005,1055,47.4760437011719,10.3207626342773,10660.38,10568.94,5,"[[147,2106096430546,78],[632,2106096430546,96],[598,2106096428484,54],[263,2106096497265,31],[143,2106096339281,131]]"
3697688,2119.46199989319,1055,47.4489735748808,10.3463040865385,10660.38,10568.94,5,"[[632,2120442424703,75],[147,2120442424656,60],[143,2120442333703,83],[149,2120442435984,36],[10,2120442324296,115]]"
3708912,2125.94099998474,1629,46.3074195991128,9.89730834960938,10363.2,10241.28,5,"[[14,2126931715015,58],[132,2126931513718,89],[149,2126932133078,69],[143,2126932082812,71],[10,2126931739734,84]]"
3727763,2136.8220000267,1810,47.4120483398438,7.59423065185547,6118.86,6103.62,5,"[[632,2137806755015,35],[14,2137806767812,85],[124,2137806574093,151],[147,2137806755000,92],[598,2137807159812,38]]"
3736719,2141.8599998951,1055,47.4067041429423,10.3860238882212,10660.38,10568.94,5,"[[257,2142841816187,33],[263,2142841644906,43],[143,2142841466265,152],[598,2142841576218,48],[149,2142841562046,67]]"
3741461,2144.55900001526,1552,47.9081648487156,8.08389516977163,4046.22,4038.6,5,"[[632,2145539260250,25],[124,2145539121234,52],[598,2145539348640,55],[147,2145539260281,83],[663,2145539713359,38]]"
3883766,2225.5529999733,145,47.4906378277278,10.540536733774,11887.2,11788.14,5,"[[632,2226548215328,84],[147,2226548215312,68],[257,2226548393171,66],[149,2226548125890,85],[143,2226548031640,122]]"
3939264,2257.45399999619,1891,49.3774108886719,9.364013671875,11277.6,11155.68,5,"[[257,2258438251515,66],[263,2258438061125,56],[598,2258438122843,36],[143,2258438512375,56],[10,2258438629078,65]]"
3975586,2278.65000009537,240,47.5368804931641,10.1333084106445,11277.6,11178.54,5,"[[632,2279637136421,95],[257,2279637407203,48],[147,2279637136406,113],[263,2279637198984,44],[598,2279637129578,48]]"
4230261,2425.27699995041,1072,48.3749441373146,8.28665482370477,6141.72,6118.86,5,"[[663,2426253757140,21],[263,2426253444765,41],[143,2426253942406,70],[598,2426253425125,67],[10,2426253525531,67]]"
4418444,2532.59899997711,2509,47.7157287597656,8.96422576904297,11887.2,11757.66,5,"[[632,2533580934406,71],[143,2533581306187,121],[147,2533580934343,95],[124,2533580993640,41],[598,2533581011062,56]]"
4434732,2541.90199995041,1854,48.4399566650391,8.10819185697115,10904.22,10797.54,5,"[[299,2542885092687,56],[147,2542885442062,56],[632,2542885442078,70],[598,2542885221562,41],[143,2542885751562,61]]"
4465057,2559.39499998093,1072,48.1244659423828,8.3419189453125,7010.4,6987.54,5,"[[632,2560387038828,62],[124,2560386927703,28],[147,2560387038859,82],[598,2560386950578,91],[143,2560387417437,108]]"
4581377,2626.38899993897,1507,47.3916778564453,10.0212478637695,9090.66,8983.98,5,"[[147,2627379789578,84],[632,2627379789578,85],[257,2627380163796,22],[263,2627379935109,40],[598,2627379865031,44]]"
4677348,2680.382999897,575,48.2653656005859,8.9447021484375,9677.4,9601.2,5,"[[257,2681364328062,49],[263,2681363896687,35],[299,2681363813468,29],[598,2681363841312,84],[143,2681364284703,90]]"
4693230,2689.24399995804,1072,47.8769282971398,8.39608999399038,7010.4,6987.54,5,"[[147,2690232389406,74],[632,2690232389437,59],[598,2690232453984,56],[10,2690232264156,103],[143,2690232863765,85]]"
4742414,2716.625,575,48.3352203369141,8.93547644981971,9532.62,9464.04,5,"[[257,2717615205703,80],[124,2717615003687,39],[299,2717614683109,80],[598,2717614713796,100],[10,2717614906593,118]]"
4765146,2729.54299998283,575,48.3608388092558,8.93217387952303,9479.28,9410.7,5,"[[263,2730529220265,33],[299,2730529136875,33],[598,2730529168703,68],[143,2730529642734,81],[134,2730530042453,17]]"
4829861,2766.58899998665,1530,48.3842080326404,8.46525493421053,9357.36,9304.02,5,"[[632,2767581214828,87],[263,2767580971296,71],[147,2767581214843,61],[299,2767580835671,62],[598,2767580945765,62]]"
4833177,2768.46499991417,1146,39.6318054199219,-7.62612384298575,11277.6,11018.52,5,"[[568,2769422624343,66],[569,2769422642281,98],[402,2769423277937,35],[136,2769422974953,29],[564,2769422872218,136]]"
4888219,2799.6970000267,1530,48.3150787353516,8.46243051382212,9540.24,9479.28,5,"[[632,2800686885921,83],[299,2800686554546,39],[147,2800686885890,71],[263,2800686687703,53],[598,2800686657437,46]]"
4921900,2818.74399995804,1530,48.2756016618114,8.46084594726563,9677.4,9616.44,5,"[[632,2819731330078,82],[147,2819731330109,36],[299,2819731026500,56],[143,2819731616250,115],[263,2819731158203,70]]"
4937097,2827.1289999485,1146,39.5183258056641,-7.68254819123644,11277.6,11026.14,5,"[[136,2828098585421,29],[564,2828098493109,97],[569,2828098263984,133],[402,2828098883843,23],[568,2828098296140,75]]"
5026193,2876.37700009346,996,39.3576965332031,-7.13179878566575,12192,12031.98,5,"[[136,2877344111515,25],[564,2877344051609,81],[402,2877344240593,46],[569,2877343563890,181],[568,2877343851125,66]]"
5177698,2963.21300005913,2797,48.2837677001953,8.97611177884615,11285.22,11148.06,5,"[[263,2964193165812,47],[598,2964193109593,132],[299,2964193087734,61],[10,2964193272781,111],[134,2964193993218,51]]"
5681742,3247.41100001335,131,49.0047959149894,9.66211419356497,10363.2,10233.66,5,"[[598,3248377436562,107],[263,3248377416640,89],[143,3248377793406,150],[124,3248378041171,22],[257,3248377648296,115]]"
5920761,3382.26999998093,1835,46.8566429008872,9.13918304443359,8740.14,8663.94,5,"[[147,3383261227531,108],[632,3383261227562,114],[14,3383261222468,48],[598,3383261697781,30],[10,3383261249625,133]]"
6039503,3448.07699990273,559,48.3812255859375,8.71666541466346,11285.22,11140.44,5,"[[147,3449055409093,51],[263,3449055122765,74],[299,3449055007437,85],[143,3449055583171,88],[632,3449055409125,54]]"
6054340,3456.51799988747,2218,48.2978210449219,8.90941913311298,6377.94,6301.74,5,"[[299,3457506741765,44],[257,3457507269906,53],[263,3457506830765,52],[598,3457506777718,78],[10,3457506939781,86]]"
6128456,3498.66700005531,2000,48.1308242021981,9.68212421123798,10363.2,10248.9,5,"[[263,3499651441281,56],[632,3499651662312,17],[147,3499651662390,48],[598,3499651371937,40],[143,3499651585906,148]]"
6249918,3567.35800004005,1615,39.3217620849609,-7.36758688221806,11277.6,11071.86,5,"[[564,3568320273890,90],[136,3568320334093,23],[402,3568320511203,35],[569,3568319855390,180],[568,3568320107406,65]]"
6281302,3584.68899989128,559,48.2180630958687,8.41191342002467,11269.98,11125.2,5,"[[632,3585681549781,133],[257,3585681891812,52],[263,3585681424609,102],[124,3585681441062,21],[598,3585681390671,118]]"
