id,timeAtServer,aircraft,latitude,longitude,baroAltitude,geoAltitude,numMeasurements,measurements
32263,18.319000005722,2112,48.3056030273438,9.73240778996394,11277.6,11140.44,5,"[[263,19291937062,70],[147,19292267609,58],[598,19291870562,38],[141,19292004296,85],[10,19292113546,76]]"
91779,51.8559999465942,970,48.0143039509402,8.40306208683894,4267.2,4236.72,5,"[[632,52847316156,65],[147,52847316156,81],[598,52847287812,30],[124,52847228000,28],[10,52847187609,118]]"
97168,54.8539998531342,2625,48.4645843505859,10.1189716045673,10972.8,10850.88,5,"[[147,55841786468,37],[143,55841430359,162],[141,55841448015,90],[10,55841633843,75],[257,55841531765,60]]"
119836,67.5329999923706,2112,48.2461806475106,9.84512329101562,11277.6,11140.44,5,"[[632,68523582953,32],[147,68523582968,62],[143,68523401296,97],[141,68523287859,102],[10,68523430765,70]]"
136136,76.6840000152588,970,47.994426145392,8.43292236328125,4267.2,4236.72,5,"[[632,77659955296,76],[598,77659935000,44],[147,77659955250,89],[124,77659875218,35],[10,77659824671,101]]"
139574,78.5829999446869,970,47.9929046630859,8.43523406982422,4267.2,4236.72,5,"[[124,79563771546,20],[598,79563831375,53],[632,79563851062,71],[147,79563851015,53],[10,79563720328,103]]"
190529,107.138000011444,891,48.8287819038003,11.6919828716077,10744.2,10599.42,5,"[[257,108118028078,66],[263,108118320515,50],[143,108117886390,114],[149,108117981796,97],[663,108118569546,50]]"
228821,128.561999797821,382,47.9201753260726,8.43066875751202,4876.8,4808.22,5,"[[147,129551944921,111],[598,129551974640,29],[632,129551944921,72],[663,129552384109,42],[10,129551815265,61]]"
304906,171.342000007629,168,46.9604644775391,9.81525421142578,12192,12077.7,5,"[[598,172303971984,38],[149,172304065281,48],[147,172303688265,94],[632,172303688265,73],[141,172303545546,107]]"
340371,191.287999868393,39,47.7273559570313,9.6038818359375,6035.04,5996.94,5,"[[632,192282182375,60],[598,192282144984,72],[147,192282182390,71],[143,192282293546,60],[10,192282043421,101]]"
376245,211.411000013351,894,48.4608306884766,8.818359375,5288.28,5196.84,5,"[[598,212393305453,110],[263,212393344046,27],[299,212393238500,43],[257,212393806984,32],[10,212393556953,104]]"
376246,211.411000013351,894,48.4608306884766,8.818359375,5288.28,5204.46,5,"[[598,212393305453,110],[263,212393344046,27],[299,212393238500,43],[257,212393806984,32],[10,212393556953,104]]"
379291,213.109999895096,382,48.0172119140625,8.40460968017578,4594.86,4533.9,5,"[[632,214100611890,111],[124,214100523578,27],[147,214100611890,108],[598,214100581453,29],[10,214100483187,124]]"
394027,221.378999948502,1387,47.5157760361494,9.66712364783654,9448.8,9342.12,5,"[[632,222374870046,23],[598,222374941562,39],[147,222374870046,44],[141,222374642546,64],[10,222374751921,113]]"
427149,239.844999790192,1318,47.6298980712891,8.46990966796875,10988.04,10858.5,5,"[[632,240832812343,34],[147,240832812265,42],[598,240833034890,41],[10,240832686687,82],[124,240832820000,44]]"
439447,246.6859998703,1387,47.5020904541016,9.74020385742188,9441.18,9334.5,5,"[[147,247675181937,82],[632,247675182000,57],[263,247675318703,37],[598,247675248500,86],[141,247674922281,113]]"
458187,257.148999929428,1096,46.8679550946769,8.94935021033654,9715.5,9578.34,5,"[[14,258141745609,118],[147,258141739734,67],[598,258142255625,59],[632,258141739734,44],[10,258141781953,141]]"
512438,287.106999874115,612,48.0616475768009,9.38126784104567,7414.26,7322.82,5,"[[263,288086917687,22],[257,288087266031,32],[598,288086848515,33],[141,288086909656,130],[10,288086915812,133]]"
526671,294.894999980927,20,47.7923126220703,10.6349716186523,11277.6,11140.44,5,"[[147,295890497218,101],[598,295890332468,25],[632,295890497281,113],[141,295889990953,71],[149,295890275312,89]]"
538726,301.487999916077,168,47.2284851074219,9.67737579345703,12192,12077.7,5,"[[632,302476859515,115],[147,302476859468,82],[598,302477068500,48],[143,302477125953,126],[141,302476695812,127]]"
579013,323.657999992371,612,48.1262969970703,9.43059539794922,7589.52,7498.08,5,"[[147,324638275562,25],[598,324638004671,74],[143,324638298734,125],[10,324638120656,135],[141,324638095890,123]]"
584563,326.732999801636,1387,47.4585113525391,9.97167205810547,9448.8,9342.12,5,"[[147,327725933953,113],[632,327725933937,37],[598,327725985906,39],[149,327726114562,18],[141,327725572937,152]]"
590410,329.963999986649,894,48.3234108100503,8.58191239206414,6667.5,6568.44,5,"[[147,330950159828,24],[598,330949900250,74],[143,330950394828,36],[263,330949935390,67],[10,330950020812,76]]"
